ID	LABEL	FNDDS1112	FNDDS1314
FNDDS_11710911	Gerber Good Start Gentle Plus, infant formula, ready-to-feed	11710911	11710911
FNDDS_11710912	Gerber Good Start Gentle Plus, infant formula, prepared from liquid concentrate, made with water, NFS	11710912	11710912
FNDDS_11710913	Gerber Good Start Gentle Plus, infant formula, prepared from powder, made with water, NFS	11710913	11710913
FNDDS_11710914	Gerber Good Start Gentle Plus, infant formula, prepared from liquid concentrate, made with tap water	11710914	11710914
FNDDS_11710915	Gerber Good Start Gentle Plus, infant formula, prepared from liquid concentrate, made with plain bottled water	11710915	11710915
FNDDS_11710916	Gerber Good Start Gentle Plus, infant formula, prepared from liquid concentrate, made with baby water	11710916	11710916
FNDDS_11710917	Gerber Good Start Gentle Plus, infant formula, prepared from powder, made with tap water	11710917	11710917
FNDDS_11710918	Gerber Good Start Gentle Plus, infant formula, prepared from powder, made with plain bottled water	11710918	11710918
FNDDS_11710919	Gerber Good Start Gentle Plus, infant formula, prepared from powder, made with baby water	11710919	11710919
FNDDS_11710920	Gerber Good Start Protect Plus, infant formula, NS as to form	11710920	11710920
FNDDS_11710923	Gerber Good Start Protect Plus, infant formula, prepared from powder, made with water, NFS	11710923	11710923
FNDDS_11710927	Gerber Good Start Protect Plus, infant formula, prepared from powder, made with tap water	11710927	11710927
FNDDS_11710928	Gerber Good Start Protect Plus, infant formula, prepared from powder, made with plain bottled water	11710928	11710928
FNDDS_11710929	Gerber Good Start Protect Plus, infant formula, prepared from powder, made with baby water	11710929	11710929
FNDDS_11710930	Gerber Good Start 2 Gentle Plus, infant formula, NS as to form	11710930	11710930
FNDDS_11710933	Gerber Good Start 2 Gentle Plus, infant formula, prepared from powder, made with water, NFS	11710933	11710933
FNDDS_11710937	Gerber Good Start 2 Gentle Plus, infant formula, prepared from powder, made with tap water	11710937	11710937
FNDDS_11710938	Gerber Good Start 2 Gentle Plus, infant formula, prepared from powder, made with plain bottled water	11710938	11710938
FNDDS_11710939	Gerber Good Start 2 Gentle Plus, infant formula, prepared from powder, made with baby water	11710939	11710939
FNDDS_11710940	Gerber Good Start 2 Protect Plus, infant formula, NS as to form	11710940	11710940
FNDDS_11710943	Gerber Good Start 2 Protect Plus, infant formula, prepared from powder, made with water, NFS	11710943	11710943
FNDDS_11710947	Gerber Good Start 2 Protect Plus, infant formula, prepared from powder, made with tap water	11710947	11710947
FNDDS_11710948	Gerber Good Start 2 Protect Plus, infant formula, prepared from powder, made with plain bottled water	11710948	11710948
FNDDS_11710949	Gerber Good Start 2 Protect Plus, infant formula, prepared from powder, made with baby water	11710949	11710949
FNDDS_11710960	America's Store Brand, infant formula, NS as to form	11710960	11710960
FNDDS_11710961	America's Store Brand, infant formula, prepared from liquid concentrate, made with water, NFS	11710961	11710961
FNDDS_11710962	America's Store Brand, infant formula, prepared from powder, made with water, NFS	11710962	11710962
FNDDS_11710963	America's Store Brand, infant formula, ready-to-feed	11710963	11710963
FNDDS_11710964	America's Store Brand, infant formula, prepared from liquid concentrate, made with tap water	11710964	11710964
FNDDS_11710965	America's Store Brand, infant formula, prepared from liquid concentrate, made with plain bottled water	11710965	11710965
FNDDS_11710966	America's Store Brand, infant formula, prepared from liquid concentrate, made with baby water	11710966	11710966
FNDDS_11710967	America's Store Brand, infant formula, prepared from powder, made with tap water	11710967	11710967
FNDDS_11710968	America's Store Brand, infant formula, prepared from powder, made with plain bottled water	11710968	11710968
FNDDS_11710969	America's Store Brand, infant formula, prepared from powder, made with baby water	11710969	11710969
FNDDS_11720310	Enfamil ProSobee LIPIL, infant formula, NS as to form	11720310	11720310
FNDDS_11720311	Enfamil ProSobee Lipil, infant formula, ready-to-feed	11720311	11720311
FNDDS_11720312	Enfamil ProSobee LIPIL, infant formula, prepared from liquid concentrate, made with water, NFS	11720312	11720312
FNDDS_11720313	Enfamil ProSobee LIPIL, infant formula, prepared from powder, made with water, NFS	11720313	11720313
FNDDS_11720314	Enfamil ProSobee LIPIL, infant formula, prepared from liquid concentrate, made with tap water	11720314	11720314
FNDDS_11720315	Enfamil ProSobee LIPIL, infant formula, prepared from liquid concentrate, made with plain bottled water	11720315	11720315
FNDDS_11720316	Enfamil ProSobee LIPIL, infant formula, prepared from liquid concentrate, made with baby water	11720316	11720316
FNDDS_11720317	Enfamil ProSobee LIPIL, infant formula, prepared from powder, made with tap water	11720317	11720317
FNDDS_11720318	Enfamil ProSobee LIPIL, infant formula, prepared from powder, made with plain bottled water	11720318	11720318
FNDDS_11720319	Enfamil ProSobee LIPIL, infant formula, prepared from powder, made with baby water	11720319	11720319
FNDDS_11720320	Enfamil Enfagrow Soy Next Step LIPIL, infant formula, NS as to form	11720320	11720320
FNDDS_11720323	Enfamil Enfagrow Soy Next Step LIPIL, infant formula, prepared from powder, made with water, NFS	11720323	11720323
FNDDS_11720327	Enfamil Enfagrow Soy Next Step LIPIL, infant formula, prepared from powder, made with tap water	11720327	11720327
FNDDS_11720328	Enfamil Enfagrow Soy Next Step LIPIL, infant formula, prepared from powder, made with plain bottled water	11720328	11720328
FNDDS_11720329	Enfamil Enfagrow Soy Next Step LIPIL, infant formula, prepared from powder, made with baby water	11720329	11720329
FNDDS_11720410	Similac Sensitive Isomil Soy, infant formula, NS as to form	11720410	11720410
FNDDS_11720411	Similac Sensitive Isomil Soy, infant formula, ready-to-feed	11720411	11720411
FNDDS_11720412	Similac Sensitive Isomil Soy, infant formula, prepared from liquid concentrate, made with water, NFS	11720412	11720412
FNDDS_11720413	Similac Sensitive Isomil Soy, infant formula, prepared from powder, made with water, NFS	11720413	11720413
FNDDS_11720414	Similac Sensitive Isomil Soy, infant formula, prepared from liquid concentrate, made with tap water	11720414	11720414
FNDDS_11720415	Similac Sensitive Isomil Soy, infant formula, prepared from liquid concentrate, made with plain bottled water	11720415	11720415
FNDDS_11720416	Similac Sensitive Isomil Soy, infant formula, prepared from liquid concentrate, made with baby water	11720416	11720416
FNDDS_11720417	Similac Sensitive Isomil Soy, infant formula, prepared from powder, made with tap water 	11720417	11720417
FNDDS_11720418	Similac Sensitive Isomil Soy, infant formula, prepared from powder, made with plain bottled water	11720418	11720418
FNDDS_11720419	Similac Sensitive Isomil Soy, infant formula, prepared from powder, made with baby water	11720419	11720419
FNDDS_11720430	Similac Expert Care for Diarrhea, infant formula, NS as to form	11720430	11720430
FNDDS_11720431	Similac Expert Care for Diarrhea, infant formula, ready-to-feed	11720431	11720431
FNDDS_11720440	Similac Go and Grow Soy, infant formula, NS as to form	11720440	11720440
FNDDS_11720443	Similac Go and Grow Soy, infant formula, prepared from powder, made with water, NFS	11720443	11720443
FNDDS_11720447	Similac Go and Grow Soy, infant formula, prepared from powder, made with tap water	11720447	11720447
FNDDS_11720448	Similac Go and Grow Soy, infant formula, prepared from powder, made with plain bottled water	11720448	11720448
FNDDS_11720449	Similac Go and Grow Soy, infant formula, prepared from powder, made with baby water	11720449	11720449
FNDDS_11720610	Gerber Good Start Soy Plus, infant formula, NS as to form	11720610	11720610
FNDDS_11720611	Gerber Good Start Soy Plus, infant formula, ready-to-feed	11720611	11720611
FNDDS_11720612	Gerber Good Start Soy Plus, infant formula, prepared from liquid concentrate, made with water, NFS	11720612	11720612
FNDDS_11720613	Gerber Good Start Soy Plus, infant formula, prepared from powder, made with water, NFS	11720613	11720613
FNDDS_11720614	Gerber Good Start Soy Plus, infant formula, prepared from liquid concentrate, made with tap water	11720614	11720614
FNDDS_11720615	Gerber Good Start Soy Plus, infant formula, prepared from liquid concentrate, made with plain bottled water	11720615	11720615
FNDDS_11720616	Gerber Good Start Soy Plus, infant formula, prepared from liquid concentrate, made with baby water	11720616	11720616
FNDDS_11720617	Gerber Good Start Soy Plus, infant formula, prepared from powder, made with tap water	11720617	11720617
FNDDS_11720618	Gerber Good Start Soy Plus, infant formula, prepared from powder, made with plain bottled water	11720618	11720618
FNDDS_11720619	Gerber Good Start Soy Plus, infant formula, prepared from powder, made with baby water	11720619	11720619
FNDDS_11720620	Gerber Good Start 2 Soy Plus, infant formula, NS as to form	11720620	11720620
FNDDS_11720623	Gerber Good Start 2 Soy Plus, infant formula, prepared from powder, made with water, NFS	11720623	11720623
FNDDS_11720627	Gerber Good Start 2 Soy Plus, infant formula, prepared from powder, made with tap water	11720627	11720627
FNDDS_11720628	Gerber Good Start 2 Soy Plus, infant formula, prepared from powder, made with plain bottled water	11720628	11720628
FNDDS_11720629	Gerber Good Start 2 Soy Plus, infant formula, prepared from powder, made with baby water	11720629	11720629
FNDDS_11720800	America's Store Brand Soy, infant formula, NS as to form	11720800	11720800
FNDDS_11720801	America's Store Brand Soy, infant formula, ready-to-feed	11720801	11720801
FNDDS_11720802	America's Store Brand Soy, infant formula, prepared from liquid concentrate, made with water, NFS	11720802	11720802
FNDDS_11720803	America's Store Brand Soy, infant formula, prepared from powder, made with water, NFS	11720803	11720803
FNDDS_11720804	America's Store Brand Soy, infant formula, prepared from liquid concentrate, made with tap water	11720804	11720804
FNDDS_11720805	America's Store Brand Soy, infant formula, prepared from liquid concentrate, made with plain bottled water	11720805	11720805
FNDDS_11720806	America's Store Brand Soy, infant formula, prepared from liquid concentrate, made with baby water	11720806	11720806
FNDDS_11720807	America's Store Brand Soy, infant formula, prepared from powder, made with tap water	11720807	11720807
FNDDS_11720808	America's Store Brand Soy, infant formula, prepared from powder, made with plain bottled water	11720808	11720808
FNDDS_11720809	America's Store Brand Soy, infant formula, prepared from powder, made with baby water	11720809	11720809
FNDDS_11740310	Enfamil Nutramigen LIPIL, infant formula, NS as to form	11740310	11740310
FNDDS_11740311	Enfamil Nutramigen LIPIL, infant formula, ready-to-feed	11740311	11740311
FNDDS_11740312	Enfamil Nutramigen LIPIL, infant formula, prepared from liquid concentrate, made with water, NFS	11740312	11740312
FNDDS_11740313	Enfamil Nutramigen LIPIL, infant formula, prepared from powder, made with water, NFS	11740313	11740313
FNDDS_11740314	Enfamil Nutramigen LIPIL, infant formula, prepared from liquid concentrate, made with tap water	11740314	11740314
FNDDS_11740315	Enfamil Nutramigen LIPIL, infant formula, prepared from liquid concentrate, made with plain bottled water	11740315	11740315
FNDDS_11740316	Enfamil Nutramigen LIPIL, infant formula, prepared from liquid concentrate, made with baby water	11740316	11740316
FNDDS_11740317	Enfamil Nutramigen LIPIL, infant formula, prepared from powder, made with tap water	11740317	11740317
FNDDS_11740318	Enfamil Nutramigen LIPIL, infant formula, prepared from powder, made with plain bottled water	11740318	11740318
FNDDS_11740319	Enfamil Nutramigen LIPIL, infant formula, prepared from powder, made with baby water	11740319	11740319
FNDDS_11740320	Enfamil Nutramigen AA LIPIL, infant formula, NS as to form	11740320	11740320
FNDDS_11740323	Enfamil Nutramigen AA LIPIL, infant formula, prepared from powder, made with water, NFS 	11740323	11740323
FNDDS_11740327	Enfamil Nutramigen AA LIPIL, infant formula, prepared from powder, made with tap water  	11740327	11740327
FNDDS_11740328	Enfamil Nutramigen AA LIPIL, infant formula, prepared from powder, made with plain bottled water  	11740328	11740328
FNDDS_11740329	Enfamil Nutramigen AA LIPIL, infant formula, prepared from powder, made with baby water  	11740329	11740329
FNDDS_11740400	Enfamil Pregestimil LIPIL, infant formula, NS as to form	11740400	11740400
FNDDS_11740401	Enfamil Pregestimil LIPIL, infant formula, ready-to-feed	11740401	11740401
FNDDS_11740403	Enfamil Pregestimil LIPIL, infant formula, prepared from powder, made with water, NFS	11740403	11740403
FNDDS_11740407	Enfmail Pregestimil LIPIL, infant formula, prepared from powder, made with tap water	11740407	11740407
FNDDS_11740408	Enfmail Pregestimil LIPIL, infant formula, prepared from powder, made with plain bottled water	11740408	11740408
FNDDS_11740409	Enfmail Pregestimil LIPIL, infant formula, prepared from powder, made with baby water	11740409	11740409
FNDDS_11740510	Enfamil Premature LIPIL 20, low iron, infant formula, NS as to form	11740510	11740510
FNDDS_11740511	Enfamil Premature LIPIL 20, low iron, infant formula, ready-to-feed	11740511	11740511
FNDDS_11740520	Enfamil Premature LIPIL 20, with iron, infant formula, NS as to form	11740520	11740520
FNDDS_11740521	Enfamil Premature LIPIL 20, with iron, infant formula, ready-to-feed	11740521	11740521
FNDDS_11740540	Enfamil Premature LIPIL 24, low iron, infant formula, NS as to form	11740540	11740540
FNDDS_11740541	Enfamil Premature LIPIL 24, low iron, infant formula, ready-to-feed	11740541	11740541
FNDDS_11740550	Enfamil Premature LIPIL 24, with iron, infant formula, NS as to form	11740550	11740550
FNDDS_11740551	Enfamil Premature LIPIL 24, with iron, infant formula, ready-to-feed	11740551	11740551
FNDDS_11810000	Milk, dry, not reconstituted, NS as to fat content 	11810000	11810000
FNDDS_11811000	Milk, dry, not reconstituted, whole	11811000	11811000
FNDDS_11812000	Milk, dry, not reconstituted, low fat (1%)	11812000	11812000
FNDDS_11813000	Milk, dry, not reconstituted, fat free (skim)	11813000	11813000
FNDDS_11825000	Whey, sweet, dry	11825000	11825000
FNDDS_11830100	Hot chocolate / Cocoa, dry mix, not reconstituted	11830100	11830100
FNDDS_11830115	Hot chocolate / Cocoa, dry mix, no sugar added, not reconstituted	11830110	11830115
FNDDS_11830120	Cocoa, whey, and low calorie sweetener, fortified, dry mix, not reconstituted	11830120	
FNDDS_11830140	Chocolate, instant, dry mix, fortified with vitamins and minerals, not reconstituted, Puerto Rican style	11830140	
FNDDS_11830150	Cocoa powder, not reconstituted (no dry milk)	11830150	11830150
FNDDS_11830160	Chocolate beverage powder, dry mix, not reconstituted 	11830160	11830160
FNDDS_11830165	Chocolate beverage powder, reduced sugar, dry mix, not reconstituted	11830165	11830165
FNDDS_11830200	Milk, malted, dry mix, unfortified, not reconstituted, flavors other than chocolate	11830200	
FNDDS_11830250	Milk, malted, dry mix, unfortified, not reconstituted, chocolate	11830250	
FNDDS_11830260	Milk, malted, dry mix, not reconstituted	11830260	11830260
FNDDS_11830400	Strawberry beverage powder, dry mix, not reconstituted	11830400	11830400
FNDDS_11830450	Milk beverage with sugar, dry milk, and egg white powder, dry mix, not reconstituted	11830450	
FNDDS_11830500	Milk beverage, powder, with nonfat dry milk and low calorie sweetener, dry mix, not reconstituted, chocolate	11830500	
FNDDS_11830550	Milk beverage, powder, with nonfat dry milk and low calorie sweetener, dry mix, not reconstituted, flavors other than chocolate	11830550	
FNDDS_12100100	Cream, NS as to light, heavy, or half and half	12100100	12100100
